Extraction Type,Extraction Layer,Distance Function Type,Combination Function Level,# of Neurons per Layer,# of Layers,Loss Mean,Loss Std,Binary Accuracy Mean,Binary Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,True Negatives Mean,True Negatives Std,False Positives Mean,False Positives Std,False Negatives Mean,False Negatives Std,True Positives Mean,True Positives Std
Transfer,2,Cosine,3,1024,1,0.08465696306563913,0.003257400327238268,0.8825250029563904,0.005996344879567679,0.8743212461471558,0.02284866910623826,0.8943528652191162,0.01679112951024568,6970.6,200.4078341782077,1034.6,225.77599518106436,845.0,137.09850473291092,7149.8,117.9563478580106
Transfer,2,Cosine,3,16,1,0.08445040933713317,0.004229664489709988,0.887137508392334,0.002347862092478783,0.8902082324028016,0.004332516826006845,0.8822966814041138,0.006539200018508649,7161.2,73.63219404581123,867.6,41.25287868743223,938.2,51.66913972575893,7033.0,81.1510936463582
Transfer,0,Euclidean,0,0,0,0.3805309867084027,0.00913490298721298,0.501975005865097,0.00237153835406228,0.5026051163673401,0.004000838955933188,0.49290271401405333,0.01059707577311323,4084.2,68.60174924883475,3906.8,92.90425178644948,4061.6,103.93651908737371,3947.4,74.9753292757024
Transfer,0,Euclidean,0,1024,1,0.14071405638456344,0.07093377378210183,0.782325005531311,0.15681757634913107,0.7569022476673126,0.14451111161125374,0.8973323822021484,0.02401887082400497,5393.6,2494.119744519096,2667.6,2492.2174463718047,815.2,192.29976599049726,7123.6,188.15764666895683
Transfer,0,Euclidean,0,16,1,0.13324943637251854,0.009131407586914607,0.819837498664856,0.010385305717295061,0.7835421800613404,0.014083890991171976,0.8821886777877808,0.0024940923323510922,6089.0,178.74283202411223,1944.0,163.79865689315037,938.6,20.707486568871655,7028.4,51.30107211355334
Transfer,0,Euclidean,1,0,0,0.32882383431196216,0.0021755042290284013,0.5157000064849854,0.004442203044675443,0.5138704419136048,0.004575241799024216,0.6085809588432312,0.012518820591676234,3374.4,95.84779601013264,4612.6,49.89288526433403,3136.2,94.84566410753841,4876.8,121.63346578964196
Transfer,0,Euclidean,1,1024,1,0.27405405184030535,0.021269794508924286,0.508112508058548,0.01399032656474617,0.4500275045633316,0.12484258738603499,0.6937079077586532,0.41559360441028526,2601.2,3259.1503033766335,5427.2,3264.6687733979998,2443.0,3302.840368531304,5528.6,3298.966777644176
Transfer,0,Euclidean,1,16,1,0.10659042191281916,0.006988285245142211,0.8616625070571899,0.007076810495591384,0.8324375510215759,0.005747176137354017,0.9065204501152039,0.008543144560444749,6515.8,79.40528949635534,1463.6,53.19586450091774,749.8,68.95433271376064,7270.8,71.31058827411256
Transfer,0,Euclidean,2,0,0,0.09108917775955051,0.0018162746281843182,0.8784500002861023,0.0034639432208090986,0.8705801844596863,0.0016444622956668798,0.8882220625877381,0.006247593390418662,6970.4,90.54998619547106,1053.2,16.63430190900718,891.6,51.31081757290562,7084.8,85.35631201030185
Transfer,0,Euclidean,2,1024,1,0.0851225310895592,0.0024787647729261875,0.88246248960495,0.003519100858988132,0.8798186898231506,0.018544805954191525,0.886280620098114,0.018978369438976878,7039.8,154.48851089967823,971.8,179.0661888799781,908.8,154.73590404298542,7079.6,146.1807100817341
Transfer,0,Euclidean,2,16,1,0.08464671246260405,0.003386561527794611,0.883650004863739,0.004497099958247191,0.8737679362297058,0.008594902401482824,0.8968248128890991,0.0030755273630038767,6967.6,75.89005204900047,1036.6,81.23607572993663,825.0,26.105554964413226,7170.8,27.824449680092506
Transfer,0,Euclidean,3,0,0,0.15435299599021673,0.0014606645478113084,0.7763249993324279,0.0035303886451831428,0.7718160629272461,0.00479382404401124,0.7834217309951782,0.0099497280870229,6166.6,46.640111492148044,1849.4,54.38106288038144,1729.4,87.30005727374983,6254.6,69.7732040256143
Transfer,0,Euclidean,3,1024,1,0.154309818482399,0.0021633581296074257,0.7754250168800354,0.004050552325323273,0.7699485063552857,0.018390476362078256,0.7848207712173462,0.024952001347886835,6148.8,246.56986839433563,1877.6,247.1857601076567,1715.6,198.39682457136254,6258.0,213.2791597882925
Transfer,0,Euclidean,3,16,1,0.17565527485609053,0.02882487690661685,0.7723374962806702,0.007445851684566566,0.800732409954071,0.03827028287731577,0.7333317041397095,0.07484358659629013,6477.4,485.4135350399698,1504.6,483.5651972588598,2138.0,599.3909408724827,5880.0,602.1428401965766
